Federal Provider Number,longest_streak
205154,0
205157,0
205158,0
205159,0
205163,0
205166,0
205168,0
205170,0
205174,0
205176,0
205180,0
205184,0
205185,0
205187,0
215001,0
215005,0
215007,0
215010,0
215013,0
215014,0
215015,0
215017,0
215020,0
215022,0
215024,0
215025,0
215026,0
215029,0
215031,0
215033,0
215037,0
215039,0
215043,0
215044,0
215048,0
215052,0
215054,0
215055,0
215058,0
215060,0
215064,0
215065,0
215067,0
215069,0
215071,0
215073,0
215074,0
215077,0
215081,0
215082,0
215083,0
215084,0
215085,0
215088,0
215090,0
215092,0
215094,0
215095,0
215096,0
215097,0
215099,0
215105,0
215106,0
215107,0
215108,0
215109,0
215110,0
215111,0
215112,0
215113,0
215114,0
215115,0
215117,0
215118,0
215120,0
215121,0
215123,0
215125,0
215126,0
215128,0
215129,0
215130,0
215132,0
215133,0
215134,0
215135,0
215136,0
215137,0
215138,0
215141,0
215142,0
215143,0
215144,0
215145,0
215146,0
215147,0
215148,0
215149,0
215151,0
215154,0
215160,0
215161,0
215164,0
215165,0
215168,0
215171,0
215174,0
215176,0
215177,0
215178,0
215179,0
215180,0
215181,0
215183,0
215184,0
215186,0
215187,0
215188,0
215189,0
215191,0
215192,0
215193,0
215194,0
215195,0
215197,0
215198,0
215199,0
215200,0
215203,0
215204,0
215207,0
215209,0
215211,0
215212,0
215215,0
215216,0
215217,0
215219,0
215220,0
215221,0
215223,0
215224,0
215225,0
215226,0
215227,0
215228,0
215229,0
215230,0
215231,0
215232,0
215233,0
215234,0
215235,0
215236,0
215240,0
215241,0
215244,0
215245,0
215246,0
215247,0
215249,0
215250,0
215252,0
215253,0
215255,0
215258,0
215259,0
215260,0
215261,0
215262,0
215264,0
215265,0
215266,0
215268,0
215269,0
215270,0
215271,0
215272,0
215273,0
215277,0
215278,0
215283,0
215287,0
215291,0
215297,0
215299,0
215301,0
215304,0
215307,0
215308,0
215310,0
215312,0
215313,0
215314,0
215315,0
215316,0
215320,0
215321,0
215323,0
215324,0
215325,0
215326,0
215327,0
215328,0
215329,0
215330,0
215331,0
215335,0
215336,0
215337,0
215338,0
215339,0
215340,0
215341,0
215343,0
215344,0
215345,0
215346,0
215347,0
215348,0
215349,0
215350,0
215351,0
215352,0
215353,0
215354,0
215355,0
215356,0
215357,0
215359,0
215360,0
215361,0
215362,0
215363,0
215364,0
215365,0
21E009,0
21E104,0
225002,0
225009,0
225014,0
225016,0
225038,0
225040,0
225048,0
225049,0
225054,0
225058,0
225063,0
225067,0
225080,0
225110,0
225117,0
225133,0
225134,0
225137,0
225145,0
225147,0
225154,0
225173,0
225176,0
225179,0
225184,0
225185,0
225191,0
225194,0
225196,0
225198,0
225199,0
225201,0
225207,0
225208,0
225210,0
225211,0
225215,0
225216,0
225218,0
225219,0
225221,0
225222,0
225223,0
225224,0
225225,0
225227,0
225229,0
225232,0
225233,0
225236,0
225239,0
225242,0
225248,0
225249,0
225250,0
225253,0
225254,0
225256,0
225257,0
225259,0
225260,0
225262,0
225263,0
225264,0
225265,0
225266,0
225267,0
225268,0
225269,0
225270,0
225271,0
225272,0
225273,0
225274,0
225275,0
225279,0
225281,0
225282,0
225283,0
225284,0
225286,0
225288,0
225290,0
225291,0
225293,0
225294,0
225295,0
225296,0
225297,0
225298,0
225299,0
225300,0
225303,0
225304,0
225305,0
225306,0
225309,0
225312,0
225313,0
225315,0
225317,0
225318,0
225319,0
225320,0
225321,0
225322,0
225323,0
225324,0
225326,0
225328,0
225329,0
225330,0
225331,0
225332,0
225333,0
225334,0
225335,0
225337,0
225338,0
225339,0
225341,0
225342,0
225343,0
225344,0
225348,0
225349,0
225352,0
225355,0
225356,0
225357,0
225360,0
225361,0
225363,0
225366,0
225367,0
225369,0
225370,0
225374,0
225375,0
225376,0
225378,0
225379,0
225380,0
225382,0
225383,0
225385,0
225386,0
225387,0
225388,0
225389,0
225390,0
225392,0
225394,0
225395,0
225398,0
225400,0
225401,0
225402,0
225403,0
225404,0
225408,0
225409,0
225411,0
225412,0
225413,0
225414,0
225415,0
225417,0
225418,0
225419,0
225420,0
225421,0
225423,0
225425,0
225429,0
225430,0
225431,0
225432,0
225433,0
225434,0
225435,0
225436,0
225437,0
225438,0
225439,0
225440,0
225443,0
225444,0
225445,0
225448,0
225449,0
225451,0
225452,0
225453,0
225455,0
225456,0
225458,0
225459,0
225461,0
225463,0
225464,0
225466,0
225467,0
225469,0
225470,0
225471,0
225472,0
225474,0
225475,0
225476,0
225477,0
225478,0
225480,0
225481,0
225482,0
225483,0
225485,0
225486,0
225488,0
225489,0
225491,0
225493,0
225494,0
225495,0
225497,0
225499,0
225500,0
225503,0
225504,0
225505,0
225506,0
225508,0
225509,0
225510,0
225511,0
225513,0
225514,0
225515,0
225516,0
225518,0
225520,0
225522,0
225523,0
225525,0
225529,0
225530,0
225531,0
225532,0
225533,0
225535,0
225536,0
225537,0
225538,0
225539,0
225540,0
225541,0
225543,0
225544,0
225545,0
225546,0
225547,0
225548,0
225549,0
225555,0
225556,0
225557,0
225558,0
225562,0
225564,0
225567,0
225568,0
225569,0
225573,0
225576,0
225577,0
225581,0
225584,0
225586,0
225589,0
225591,0
225594,0
225597,0
225598,0
225603,0
225608,0
225613,0
225615,0
225616,0
225619,0
225622,0
225630,0
225634,0
225637,0
225640,0
225643,0
225644,0
225645,0
225648,0
225650,0
225651,0
225653,0
225654,0
225655,0
225656,0
225659,0
225661,0
225662,0
225663,0
225666,0
225667,0
225668,0
225672,0
225679,0
225680,0
225682,0
225683,0
225687,0
225688,0
225689,0
225690,0
225691,0
225692,0
225695,0
225697,0
225704,0
225709,0
225710,0
225718,0
225720,0
225722,0
225723,0
225724,0
225727,0
225732,0
225736,0
225738,0
225739,0
225740,0
225743,0
225747,0
225748,0
225749,0
225750,0
225752,0
225755,0
225757,0
225759,0
225760,0
225762,0
225763,0
225764,0
225766,0
225767,0
225768,0
225769,0
225770,0
225771,0
225772,0
225773,0
225774,0
225775,0
225777,0
225778,0
225781,0
225782,0
225783,0
225784,0
22A345,0
235002,0
235003,0
235004,0
235005,0
235006,0
235008,0
235009,0
235011,0
235013,0
235014,0
235015,0
235016,0
235019,0
235020,0
235021,0
235022,0
235023,0
235025,0
235026,0
235027,0
235028,0
235031,0
235032,0
235033,0
235035,0
235036,0
235037,0
235038,0
235039,0
235041,0
235044,0
235050,0
235051,0
235052,0
235054,0
235056,0
235057,0
235058,0
235062,0
235065,0
235067,0
235069,0
235072,0
235074,0
235075,0
235076,0
235088,0
235089,0
235094,0
235102,0
235103,0
235109,0
235113,0
235116,0
235123,0
235132,0
235139,0
235143,0
235144,0
235147,0
235150,0
235155,0
235157,0
235164,0
235171,0
235174,0
235175,0
235176,0
235177,0
235179,0
235182,0
235184,0
235187,0
235192,0
235197,0
235201,0
235205,0
235206,0
235207,0
235209,0
235213,0
235214,0
235217,0
235223,0
235224,0
235225,0
235226,0
235228,0
235232,0
235234,0
235236,0
235237,0
235238,0
235242,0
235243,0
235244,0
235245,0
235248,0
235249,0
235250,0
235252,0
235253,0
235254,0
235256,0
235257,0
235259,0
235260,0
235261,0
235262,0
235263,0
235264,0
235266,0
235267,0
235269,0
235270,0
235274,0
235279,0
235280,0
235281,0
235282,0
235283,0
235284,0
235285,0
235286,0
235287,0
235288,0
235289,0
235290,0
235292,0
235293,0
235294,0
235295,0
235296,0
235297,0
235298,0
235299,0
235300,0
235301,0
235302,0
235310,0
235311,0
235312,0
235313,0
235319,0
235320,0
235321,0
235322,0
235324,0
235325,0
235327,0
235330,0
235331,0
235332,0
235333,0
235335,0
235336,0
235339,0
235343,0
235345,0
235347,0
235349,0
235350,0
235351,0
235352,0
235354,0
235355,0
235356,0
235357,0
235358,0
235359,0
235360,0
235361,0
235363,0
235365,0
235366,0
235367,0
235369,0
235370,0
235371,0
235372,0
235373,0
235374,0
235375,0
235376,0
235377,0
235378,0
235379,0
235380,0
235381,0
235382,0
235383,0
235384,0
235385,0
235388,0
235395,0
235396,0
235399,0
235400,0
235401,0
235402,0
235405,0
235407,0
235408,0
235410,0
235411,0
235412,0
235414,0
235416,0
235421,0
235422,0
235423,0
235427,0
235428,0
235429,0
235430,0
235432,0
235433,0
235434,0
235438,0
235439,0
235440,0
235441,0
235442,0
235443,0
235444,0
235445,0
235446,0
235447,0
235450,0
235451,0
235452,0
235453,0
235454,0
235456,0
235458,0
235459,0
235460,0
235461,0
235462,0
235463,0
235464,0
235467,0
235468,0
235470,0
235471,0
235472,0
235473,0
235475,0
235476,0
235477,0
235479,0
235480,0
235481,0
235482,0
235483,0
235484,0
235485,0
235486,0
235487,0
235488,0
235489,0
235490,0
235491,0
235492,0
235495,0
235498,0
235499,0
235500,0
235502,0
235503,0
235504,0
235506,0
235507,0
235508,0
235509,0
235511,0
235513,0
235514,0
235515,0
235516,0
235517,0
235518,0
235519,0
235520,0
235521,0
235522,0
235523,0
235524,0
235525,0
235526,0
235527,0
235528,0
235529,0
235530,0
235532,0
235535,0
235536,0
235538,0
235539,0
235540,0
235541,0
235542,0
235543,0
235545,0
235547,0
235548,0
235549,0
235550,0
235551,0
235552,0
235553,0
235554,0
235555,0
235556,0
235558,0
235559,0
235561,0
235562,0
235563,0
235565,0
235566,0
235567,0
235569,0
235574,0
235577,0
235578,0
235580,0
235582,0
235583,0
235584,0
235585,0
235587,0
235588,0
235589,0
235590,0
235591,0
235592,0
235593,0
235594,0
235595,0
235596,0
235598,0
235599,0
235600,0
235601,0
235602,0
235604,0
235605,0
235606,0
235607,0
235608,0
235609,0
235611,0
235612,0
235613,0
235614,0
235615,0
235617,0
235618,0
235619,0
235621,0
235622,0
235623,0
235624,0
235625,0
235626,0
235628,0
235630,0
235632,0
235633,0
235634,0
235635,0
235636,0
235637,0
235638,0
235639,0
235640,0
235641,0
235642,0
235643,0
235644,0
235646,0
235647,0
235648,0
235649,0
235650,0
235651,0
235652,0
235653,0
235654,0
235655,0
235656,0
235657,0
235658,0
235659,0
235660,0
235661,0
235662,0
235663,0
235664,0
235665,0
235666,0
235668,0
235669,0
235700,0
235701,0
235702,0
235703,0
235704,0
235705,0
235706,0
235707,0
235708,0
235709,0
235710,0
235713,0
235714,0
235715,0
235716,0
235718,0
235719,0
235720,0
235721,0
235722,0
235723,0
235724,0
235725,0
235726,0
235727,0
235728,0
235729,0
23E104,0
23E281,0
23E362,0
245012,0
245018,0
245024,0
245028,0
245039,0
245045,0
245052,0
245055,0
245063,0
245067,0
245071,0
245083,0
245090,0
245102,0
245105,0
245114,0
245119,0
245127,0
245138,0
245148,0
245149,0
245153,0
245164,0
245170,0
245182,0
245183,0
245184,0
245186,0
245187,0
245189,0
245200,0
245201,0
245203,0
245205,0
245207,0
245210,0
245212,0
245213,0
245215,0
245218,0
245221,0
245222,0
245223,0
245224,0
245225,0
245227,0
245228,0
245229,0
245231,0
245232,0
245233,0
245234,0
245235,0
245236,0
245237,0
245238,0
245239,0
245240,0
245241,0
245243,0
245244,0
245245,0
245247,0
245250,0
245251,0
245252,0
245253,0
245254,0
245255,0
245257,0
245258,0
245259,0
245262,0
245263,0
245264,0
245265,0
245266,0
245267,0
245269,0
245270,0
245271,0
245272,0
245273,0
245275,0
245276,0
245277,0
245278,0
245279,0
245280,0
245281,0
245282,0
245283,0
245285,0
245286,0
245289,0
245290,0
245291,0
245293,0
245295,0
245298,0
245299,0
245300,0
245301,0
245304,0
245306,0
245307,0
245310,0
245312,0
245313,0
245314,0
245315,0
245316,0
245317,0
245318,0
245319,0
245320,0
245322,0
245324,0
245325,0
245326,0
245328,0
245329,0
245330,0
245332,0
245336,0
245337,0
245338,0
245339,0
245340,0
245341,0
245342,0
245343,0
245344,0
245345,0
245346,0
245347,0
245348,0
245349,0
245350,0
245352,0
245353,0
245356,0
245357,0
245358,0
245359,0
245360,0
245361,0
245362,0
245363,0
245364,0
245365,0
245366,0
245367,0
245368,0
245369,0
245370,0
245371,0
245372,0
245373,0
245374,0
245375,0
245376,0
245378,0
245381,0
245382,0
245384,0
245388,0
245389,0
245390,0
245392,0
245393,0
245394,0
245395,0
245396,0
245397,0
245399,0
245400,0
245401,0
245402,0
245403,0
245405,0
245407,0
245409,0
245410,0
245411,0
245412,0
245414,0
245416,0
245417,0
245418,0
245420,0
245421,0
245422,0
245423,0
245424,0
245425,0
245426,0
245427,0
245428,0
245429,0
245431,0
245432,0
245433,0
245434,0
245435,0
245436,0
245438,0
245439,0
245440,0
245441,0
245442,0
245445,0
245446,0
245447,0
245448,0
245449,0
245450,0
245451,0
245452,0
245453,0
245454,0
245455,0
245458,0
245459,0
245460,0
245461,0
245462,0
245463,0
245464,0
245465,0
245467,0
245468,0
245469,0
245470,0
245471,0
245473,0
245474,0
245475,0
245476,0
245482,0
245483,0
245484,0
245485,0
245486,0
245487,0
245488,0
245489,0
245490,0
245491,0
245492,0
245493,0
245494,0
245495,0
245497,0
245499,0
245500,0
245501,0
245502,0
245507,0
245510,0
245511,0
245512,0
245513,0
245514,0
245516,0
245517,0
245518,0
245519,0
245520,0
245521,0
245522,0
245524,0
245528,0
245529,0
245530,0
245533,0
245534,0
245535,0
245536,0
245537,0
245542,0
245544,0
245545,0
245546,0
245548,0
245549,0
245550,0
245551,0
245553,0
245554,0
245556,0
245558,0
245559,0
245560,0
245561,0
245563,0
245564,0
245566,0
245568,0
245569,0
245570,0
245572,0
245573,0
245574,0
245575,0
245578,0
245579,0
245580,0
245581,0
245583,0
245585,0
245587,0
245588,0
245589,0
245590,0
245591,0
245592,0
245593,0
245594,0
245595,0
245596,0
245597,0
245598,0
245599,0
245600,0
245604,0
245606,0
245610,0
245612,0
245613,0
245615,0
245616,0
245617,0
245618,0
245619,0
245620,0
245621,0
245622,0
245623,0
245624,0
245625,0
245626,0
245627,0
245628,0
245629,0
245630,0
245631,0
245632,0
245633,0
245634,0
245635,0
245636,0
245637,0
24E102,0
24E116,0
24E150,0
24E166,0
24E185,0
24E355,0
24E507,0
24E508,0
255050,0
255072,0
255091,0
255092,0
255093,0
255095,0
255096,0
255097,0
255100,0
255101,0
255102,0
255103,0
255104,0
255105,0
255106,0
255108,0
255109,0
255110,0
255111,0
255112,0
255113,0
255114,0
255115,0
255116,0
255117,0
255118,0
255119,0
255125,0
255126,0
255127,0
255130,0
255136,0
255137,0
255138,0
255139,0
255140,0
255141,0
255142,0
255145,0
255146,0
255148,0
255149,0
255150,0
255153,0
255154,0
255156,0
255158,0
255159,0
255160,0
255161,0
255162,0
255163,0
255164,0
255166,0
255168,0
255169,0
255171,0
255172,0
255173,0
255174,0
255175,0
255179,0
255181,0
255182,0
255185,0
255191,0
255192,0
255206,0
255207,0
255210,0
255212,0
255213,0
255214,0
255215,0
255216,0
255217,0
255218,0
255219,0
255220,0
255221,0
255222,0
255226,0
255227,0
255228,0
255229,0
255230,0
255232,0
255233,0
255234,0
255243,0
255244,0
255247,0
255249,0
255250,0
255251,0
255252,0
255253,0
255257,0
255259,0
255260,0
255261,0
255262,0
255264,0
255265,0
255266,0
255267,0
255268,0
255269,0
255270,0
255271,0
255272,0
255273,0
255274,0
255275,0
255276,0
255277,0
255278,0
255279,0
255280,0
255281,0
255282,0
255283,0
255284,0
255285,0
255286,0
255287,0
255288,0
255289,0
255290,0
255291,0
255292,0
255293,0
255294,0
255296,0
255297,0
255299,0
255300,0
255301,0
255302,0
255303,0
255304,0
255305,0
255306,0
255307,0
255308,0
255309,0
255310,0
255311,0
255312,0
255313,0
255314,0
255315,0
255316,0
255318,0
255319,0
255320,0
255321,0
255322,0
255323,0
255324,0
255325,0
255326,0
255327,0
255328,0
255329,0
255331,0
255332,0
255333,0
255334,0
255335,0
255336,0
255338,0
255339,0
255340,0
255341,0
255342,0
255343,0
255344,0
255346,0
255347,0
255348,0
255349,0
255350,0
255351,0
25A123,0
25A162,0
25A174,0
25A178,0
25A188,0
25A190,0
25A197,0
25A233,0
25A374,0
25A380,0
25A381,0
25A389,0
25A402,0
25A404,0
25A414,0
25A416,0
25A418,0
25A422,0
25E015,0
25E115,0
265001,0
265055,0
265071,0
265091,0
265095,0
265105,0
265108,0
265110,0
265112,0
265118,0
265120,0
265121,0
265123,0
265130,0
265136,0
265140,0
265142,0
265145,0
265149,0
265155,0
265156,0
265157,0
265158,0
265159,0
265160,0
265161,0
265163,0
265164,0
265165,0
265166,0
265167,0
265168,0
265169,0
265170,0
265171,0
265174,0
265175,0
265178,0
265181,0
265182,0
265185,0
265188,0
265193,0
265195,0
265198,0
265200,0
265202,0
265205,0
265208,0
265209,0
265210,0
265216,0
265225,0
265236,0
265237,0
265238,0
265239,0
265245,0
265246,0
265247,0
265249,0
265251,0
265253,0
265254,0
265255,0
265258,0
265266,0
265275,0
265279,0
265285,0
265289,0
265294,0
265302,0
265303,0
265307,0
265308,0
265309,0
265310,0
265312,0
265318,0
265319,0
265320,0
265321,0
265322,0
265324,0
265325,0
265326,0
265327,0
265330,0
265331,0
265333,0
265335,0
265336,0
265337,0
265338,0
265339,0
265340,0
265341,0
265343,0
265345,0
265347,0
265348,0
265349,0
265351,0
265352,0
265353,0
265354,0
265355,0
265356,0
265358,0
265359,0
265360,0
265361,0
265362,0
265363,0
265364,0
265365,0
265367,0
265368,0
265369,0
265373,0
265374,0
265377,0
265378,0
265379,0
265381,0
265382,0
265383,0
265384,0
265385,0
265387,0
265389,0
265390,0
265392,0
265393,0
265394,0
265395,0
265396,0
265398,0
265400,0
265401,0
265402,0
265404,0
265405,0
265406,0
265407,0
265409,0
265410,0
265411,0
265412,0
265414,0
265415,0
265416,0
265417,0
265418,0
265419,0
265420,0
265423,0
265425,0
265427,0
265428,0
265429,0
265430,0
265431,0
265433,0
265434,0
265437,0
265438,0
265439,0
265440,0
265442,0
265446,0
265447,0
265450,0
265451,0
265452,0
265455,0
265456,0
265457,0
265460,0
265462,0
265463,0
265464,0
265466,0
265468,0
265469,0
265470,0
265471,0
265472,0
265473,0
265474,0
265475,0
265476,0
265477,0
265479,0
265480,0
265481,0
265482,0
265485,0
265486,0
265489,0
265491,0
265492,0
265493,0
265494,0
265495,0
265496,0
265498,0
265500,0
265501,0
265503,0
265504,0
265506,0
265508,0
265509,0
265510,0
265512,0
265514,0
265516,0
265517,0
265518,0
265519,0
265520,0
265521,0
265522,0
265523,0
265524,0
265526,0
265528,0
265530,0
265531,0
265532,0
265534,0
265535,0
265536,0
265537,0
265538,0
265539,0
265545,0
265546,0
265547,0
265548,0
265549,0
265550,0
265551,0
265552,0
265553,0
265554,0
265555,0
265556,0
265557,0
265558,0
265559,0
265561,0
265564,0
265565,0
265566,0
265571,0
265572,0
265573,0
265574,0
265577,0
265578,0
265579,0
265580,0
265581,0
265582,0
265583,0
265585,0
265586,0
265589,0
265590,0
265591,0
265593,0
265594,0
265595,0
265597,0
265598,0
265599,0
265600,0
265605,0
265606,0
265607,0
265608,0
265609,0
265610,0
265611,0
265614,0
265617,0
265618,0
265620,0
265621,0
265625,0
265627,0
265629,0
265632,0
265633,0
265634,0
265636,0
265637,0
265638,0
265639,0
265643,0
265644,0
265645,0
265646,0
265647,0
265648,0
265649,0
265651,0
265652,0
265654,0
265655,0
265656,0
265657,0
265661,0
265663,0
265664,0
265665,0
265666,0
265667,0
265668,0
265669,0
265670,0
265672,0
265674,0
265676,0
265677,0
265678,0
265679,0
265680,0
265681,0
265682,0
265683,0
265688,0
265690,0
265693,0
265694,0
265696,0
265698,0
265699,0
265700,0
265701,0
265702,0
265703,0
265704,0
265705,0
265706,0
265707,0
265708,0
265709,0
265710,0
265711,0
265712,0
265713,0
265714,0
265715,0
265716,0
265717,0
265718,0
265719,0
265720,0
265721,0
265727,0
265729,0
265730,0
265731,0
265732,0
265733,0
265734,0
265735,0
265736,0
265737,0
265738,0
265739,0
265740,0
265742,0
265743,0
265744,0
265745,0
265746,0
265747,0
265748,0
265749,0
265751,0
265752,0
265753,0
265754,0
265755,0
265756,0
265757,0
265758,0
265759,0
265760,0
265761,0
265762,0
265763,0
265764,0
265765,0
265766,0
265767,0
265768,0
265769,0
265770,0
265771,0
265772,0
265773,0
265775,0
265776,0
265777,0
265778,0
265779,0
265782,0
265783,0
265784,0
265785,0
265786,0
265787,0
265788,0
265791,0
265792,0
265793,0
265794,0
265795,0
265796,0
265797,0
265798,0
265799,0
265800,0
265801,0
265802,0
265803,0
265804,0
265805,0
265807,0
265808,0
265810,0
265813,0
265814,0
265816,0
265817,0
265819,0
265820,0
265821,0
265822,0
265823,0
265824,0
265825,0
265826,0
265827,0
265828,0
265829,0
265831,0
265832,0
265833,0
265834,0
265835,0
265836,0
265837,0
265838,0
265839,0
265840,0
265841,0
265842,0
265843,0
265844,0
265845,0
265846,0
265847,0
265848,0
265849,0
265850,0
265851,0
265852,0
265853,0
265854,0
265855,0
265856,0
265857,0
265858,0
265859,0
265860,0
265861,0
265862,0
265863,0
265864,0
265865,0
265866,0
265867,0
265868,0
265869,0
265870,0
265871,0
265872,0
265873,0
265874,0
265875,0
265876,0
265877,0
265878,0
265879,0
265880,0
265881,0
265882,0
265883,0
26A206,0
26A269,0
26A292,0
26A293,0
26A378,0
26A381,0
26A443,0
26A469,0
26A484,0
26A490,0
26E084,0
26E256,0
275012,0
275020,0
275021,0
275024,0
275025,0
275026,0
275027,0
275029,0
275030,0
275035,0
275040,0
275043,0
275044,0
275047,0
275049,0
275053,0
275056,0
275060,0
275061,0
275064,0
275065,0
275066,0
275067,0
275069,0
275070,0
275072,0
275073,0
275079,0
275080,0
275081,0
275084,0
275087,0
275090,0
275091,0
275093,0
275094,0
275100,0
275101,0
275103,0
275104,0
275106,0
275107,0
275109,0
275111,0
275112,0
275114,0
275115,0
275119,0
275120,0
275121,0
275122,0
275123,0
275124,0
275125,0
275126,0
275127,0
275129,0
275130,0
275131,0
275132,0
275133,0
275134,0
275135,0
275136,0
275140,0
275144,0
275147,0
275148,0
275153,0
275156,0
27A052,0
285002,0
285004,0
285019,0
285036,0
285049,0
285054,0
285055,0
285057,0
285058,0
285059,0
285062,0
285063,0
285065,0
285066,0
285067,0
285071,0
285072,0
285073,0
285074,0
285076,0
285078,0
285080,0
285081,0
285082,0
285083,0
285085,0
285087,0
285088,0
285089,0
285091,0
285092,0
285093,0
285094,0
285095,0
285096,0
285097,0
285098,0
285102,0
285104,0
285106,0
285108,0
285109,0
285112,0
285114,0
285115,0
285116,0
285117,0
285118,0
285119,0
285124,0
285126,0
285127,0
285130,0
285131,0
285133,0
285134,0
285135,0
285137,0
285138,0
285139,0
285140,0
285141,0
285143,0
285144,0
285146,0
285147,0
285148,0
285149,0
285150,0
285151,0
285156,0
285157,0
285159,0
285160,0
285163,0
285164,0
285165,0
285166,0
285172,0
285173,0
285175,0
285176,0
285177,0
285178,0
285180,0
285183,0
285185,0
285186,0
285187,0
285189,0
285190,0
285191,0
285192,0
285193,0
285197,0
285200,0
285201,0
285202,0
285203,0
285204,0
285206,0
285207,0
285208,0
285209,0
285210,0
285212,0
285213,0
285215,0
285216,0
285218,0
285219,0
285220,0
285221,0
285222,0
285224,0
285225,0
285226,0
285228,0
285229,0
285230,0
285231,0
285232,0
285235,0
285238,0
285239,0
285240,0
285241,0
285242,0
285243,0
285245,0
285246,0
285248,0
285249,0
285250,0
285252,0
285253,0
285254,0
285256,0
285257,0
285258,0
285259,0
285260,0
285261,0
285262,0
285263,0
285266,0
285267,0
285268,0
285269,0
285270,0
285271,0
285272,0
285273,0
285274,0
285275,0
285276,0
285277,0
285278,0
285279,0
285280,0
285281,0
285282,0
285283,0
285284,0
285285,0
285286,0
285287,0
285288,0
285289,0
285290,0
285291,0
285292,0
285293,0
285294,0
285296,0
285297,0
285298,0
285299,0
285300,0
285302,0
285303,0
285304,0
285305,0
28A060,0
28A065,0
28E173,0
28E175,0
28E180,0
28E191,0
28E199,0
28E257,0
28E271,0
28E299,0
28E300,0
28E301,0
295000,0
295001,0
295006,0
295008,0
295011,0
295017,0
295020,0
295021,0
295023,0
295024,0
295026,0
295029,0
295036,0
295037,0
295040,0
295041,0
295043,0
295044,0
295045,0
295046,0
295048,0
295050,0
295052,0
295055,0
295063,0
295066,0
295067,0
295068,0
295070,0
295071,0
295072,0
295073,0
295075,0
295076,0
295077,0
295078,0
295079,0
295080,0
295081,0
295082,0
295083,0
295084,0
295085,0
295086,0
295087,0
295088,0
295089,0
295090,0
295091,0
295092,0
295093,0
295094,0
295095,0
295096,0
295097,0
295098,0
295099,0
295100,0
295102,0
295103,0
295104,0
295105,0
295106,0
295107,0
29E021,0
29E037,0
305005,0
305009,0
305016,0
305018,0
305020,0
305022,0
305024,0
305030,0
305037,0
305038,0
305039,0
305040,0
305041,0
305043,0
305044,0
305045,0
305046,0
305047,0
305048,0
305049,0
305050,0
305051,0
305052,0
305053,0
305054,0
305055,0
305056,0
305057,0
305058,0
305059,0
305060,0
305061,0
305062,0
305063,0
305064,0
305065,0
305066,0
305067,0
305068,0
305069,0
305070,0
305071,0
305072,0
305074,0
305075,0
305076,0
305077,0
305078,0
305079,0
305080,0
305081,0
305082,0
305083,0
305084,0
305085,0
305086,0
305087,0
305088,0
305089,0
305091,0
305092,0
305093,0
305094,0
305095,0
305096,0
305097,0
305099,0
305100,0
305101,0
305102,0
30E059,0
30E062,0
30E076,0
315001,0
315002,0
315005,0
315008,0
315009,0
315010,0
315013,0
315014,0
315015,0
315017,0
315019,0
315021,0
315022,0
315029,0
315036,0
315037,0
315038,0
315039,0
315042,0
315044,0
315047,0
315050,0
315053,0
315054,0
315056,0
315057,0
315058,0
315060,0
315061,0
315064,0
315066,0
315068,0
315069,0
315072,0
315077,0
315083,0
315085,0
315087,0
315091,0
315092,0
315094,0
315096,0
315101,0
315103,0
315104,0
315105,0
315106,0
315108,0
315110,0
315111,0
315112,0
315113,0
315115,0
315119,0
315120,0
315122,0
315124,0
315125,0
315126,0
315127,0
315128,0
315129,0
315131,0
315132,0
315133,0
315134,0
315135,0
315136,0
315137,0
315138,0
315140,0
315141,0
315142,0
315143,0
315144,0
315146,0
315147,0
315149,0
315152,0
315153,0
315157,0
315158,0
315159,0
315161,0
315164,0
315166,0
315171,0
315174,0
315176,0
315177,0
315178,0
315179,0
315180,0
315182,0
315183,0
315185,0
315187,0
315190,0
315192,0
315193,0
315194,0
315195,0
315196,0
315198,0
315199,0
315200,0
315201,0
315202,0
315204,0
315205,0
315206,0
315207,0
315209,0
315210,0
315213,0
315214,0
315215,0
315216,0
315217,0
315218,0
315219,0
315221,0
315222,0
315223,0
315224,0
315225,0
315226,0
315228,0
315229,0
315231,0
315233,0
315234,0
315235,0
315236,0
315237,0
315239,0
315243,0
315244,0
315245,0
315246,0
315247,0
315248,0
315249,0
315251,0
315252,0
315253,0
315257,0
315259,0
315260,0
315261,0
315262,0
315263,0
315264,0
315265,0
315266,0
315267,0
315268,0
315269,0
315271,0
315273,0
315274,0
315275,0
315276,0
315279,0
315280,0
315282,0
315283,0
315284,0
315286,0
315288,0
315289,0
315290,0
315291,0
315292,0
315293,0
315294,0
315295,0
315297,0
315298,0
315299,0
315300,0
315302,0
315303,0
315304,0
315305,0
315306,0
315307,0
315309,0
315310,0
315311,0
315312,0
315313,0
315314,0
315316,0
315317,0
315318,0
315320,0
315321,0
315322,0
315324,0
315327,0
315328,0
315329,0
315330,0
315331,0
315332,0
315333,0
315335,0
315336,0
315337,0
315338,0
315339,0
315340,0
315341,0
315342,0
315343,0
315344,0
315346,0
315347,0
315348,0
315349,0
315350,0
315351,0
315352,0
315353,0
315354,0
315355,0
315356,0
315357,0
315358,0
315359,0
315360,0
315361,0
315362,0
315363,0
315364,0
315365,0
315366,0
315367,0
315369,0
315370,0
315372,0
315374,0
315375,0
315376,0
315377,0
315378,0
315381,0
315383,0
315384,0
315386,0
315387,0
315388,0
315390,0
315392,0
315393,0
315394,0
